itp_id,espece,famille,nom_latin,type_planche,semaine_semis,semaine_plantation,semaine_implantation_debut,semaine_implantation_fin,semaine_recolte,semaine_recolte_fin,duree_recolte,duree_pepiniere,duree_culture,nb_rangs,espacement_cm,esp_rangs_cm,dose_semis,implantation,forcage,zone_climat,contexte_climatique,statut_validation,actif,source_reference,source_url,source_record_id,source_version,source_licence,derniere_revision,commentaire_agronome,notes
INRAE-MESCLUN-0404,Piment,Solanaceae,Capsicum annuum,Sous abri,,14,14,16,36,42,7,,168,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne et expertise,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0404,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Piment.,Implantation : Plastique thermique
Piment antillais — antilles,Piment antillais,Solanaceae,Capsicum chinense,,,6,,,24,,20,,120,,60,,,,,tropical_antilles,,a_revoir,true,,,,,,,,"Semis en pépinière en carême (février), repiquage après les premières pluies ; production longue s'étendant sur l'hivernage et au-delà. Surveiller mouches des fruits et anthracnose en saison humide."
Piment antillais — equatorial,Piment antillais,Solanaceae,Capsicum chinense,,,12,,,25,,30,,100,,60,,,,,equatorial,,a_revoir,true,,,,,,,,"Semis en pépinière en février, repiquage vers mars sur sol drainant ; récolte étalée à partir de mai et sur plus de six mois, la plante restant productive plusieurs saisons. Surveiller la mouche des fruits et les puceron"
INRAE-MESCLUN-0405,Poireau,Alliaceae,Allium porrum,Plein champ,,16,16,18,31,40,10,,133,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0405,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Poireau — Poireau.,
INRAE-MESCLUN-0406,Poireau,Alliaceae,Allium porrum,Plein champ,,22,22,24,37,48,12,,140,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0406,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Poireau — Poireau.,
INRAE-MESCLUN-0407,Poireau,Alliaceae,Allium porrum,Plein champ,,27,27,29,46,16,23,,203,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0407,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Poireau — Poireau.,
INRAE-MESCLUN-0408,Poireau,Alliaceae,Allium porrum,Sous abri,,5,5,7,20,27,8,,126,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0408,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Poireau — Poireau botte.,
INRAE-MESCLUN-0409,Poireau,Alliaceae,Allium porrum,Plein champ,,11,11,14,27,33,7,,119,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0409,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Poireau — Poireau botte.,
Poireau-automne,Poireau,Alliaceae,Allium porrum,Plein champ,31,35,,,43,,4,,84,2,20,30,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Poireau-printemps,Poireau,Alliaceae,Allium porrum,,8,12,,,20,,4,,84,2,20,30,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Poireau-printemps-precoce,Poireau,Alliaceae,Allium porrum,Plein champ,7,11,,,19,,4,,84,2,20,30,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Poireau-printemps-tardive,Poireau,Alliaceae,Allium porrum,Plein champ,12,16,,,24,,4,,84,2,20,30,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,Plant repiqué en pépinière 6-8 semaines puis transplanté. Buttage régulier pour blanchir le fût.,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Pois-hiver,Pois,Fabaceae,Pisum sativum,Plein champ,42,,,,2,,4,,84,3,15,22,50,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Corrigé 2026-05-14 (audit Marc) : récolte était S2, aberrant. Pois d'hiver semés oct → récolte avril-mai (variétés 'Iris', 'Douce Provence').","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Pois-printemps,Pois,Fabaceae,Pisum sativum,Plein champ,7,,,,19,,4,,84,3,15,22,50,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Semis direct dense, tuteurer les variétés grimpantes. Fixateur d'azote — bénéfique en rotation après légume-feuille.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Pois d'Angole — antilles,Pois d'Angole,Fabaceae,Cajanus cajan,,,26,,,2,,8,,200,,100,,,,,tropical_antilles,,a_revoir,true,,,,,,,,"Semis en hivernage (juillet) pour un développement végétatif sous les pluies ; floraison et gousses en carême (récolte de Noël/janvier, période traditionnelle). Légumineuse fixatrice, peu exigeante, idéale en bordure et "
Pois d'Angole — austral,Pois d'Angole,Fabaceae,Cajanus cajan,,,48,,,24,,10,,180,,100,,,,,tropical_austral,,a_revoir,true,,,,,,,,Semis en été austral (novembre-décembre). Floraison en jours courts : récolte des pois frais en hiver austral (juin-août). Légumineuse qui enrichit le sol et sert de haie/brise-vent. Rabattre après récolte pour relancer
Pois d'Angole — equatorial,Pois d'Angole,Fabaceae,Cajanus cajan,,,48,,,30,,12,,230,,100,,,,,equatorial,,a_revoir,true,,,,,,,,"Semis au retour des pluies (décembre) ; floraison puis récolte des gousses vertes vers juillet-août, la maturation des graines profitant du temps plus sec. Rustique, tolère la sécheresse et les sols pauvres ; peut être r"
INRAE-MESCLUN-0410,Poivron,Solanaceae,Capsicum annuum,Sous abri,,18,18,20,26,42,17,,105,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0410,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Poivron — Poivron.,
INRAE-MESCLUN-0411,Poivron,Solanaceae,Capsicum annuum,Sous abri,,14,14,16,24,40,17,,119,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0411,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Poivron — Poivron.,Implantation : Plastique thermique
Poivron-printemps,Poivron,Solanaceae,Capsicum annuum,,6,10,,,18,,4,,84,1,57,85,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Poivron-printemps-serre,Poivron,Solanaceae,Capsicum annuum,Sous abri,6,10,,,18,,4,28,84,1,57,85,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Poivron-piment-printemps,Poivron piment,Solanaceae,,Plein champ,10,14,,,22,,4,,84,1,50,75,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Poivron-piment-printemps-serre,Poivron piment,Solanaceae,,Sous abri,7,11,,,19,,4,28,84,1,50,75,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plant repiqué après gelées. Sol > 18 °C, exposition plein sud. Tuteur recommandé pour variétés à gros fruits.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0385,Pomme de terre,Solanaceae,Solanum tuberosum,Plein champ,,16,16,18,35,44,10,,161,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0385,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : PDT conservation — Pomme de terre.,
INRAE-MESCLUN-0386,Pomme de terre,Solanaceae,Solanum tuberosum,Plein champ,,11,11,14,24,35,12,,119,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0386,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : PDT conservation — Pomme de terre.,
INRAE-MESCLUN-0387,Pomme de terre,Solanaceae,Solanum tuberosum,Sous abri,,5,5,7,18,27,10,,119,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0387,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : PDT primeur — Pomme de terre.,
INRAE-MESCLUN-0388,Pomme de terre,Solanaceae,Solanum tuberosum,Sous abri,,48,48,50,14,18,5,,133,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0388,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : PDT primeur — Pomme de terre.,
Pomme-de-terre-ete,Pomme de terre,Solanaceae,Solanum tuberosum,Plein champ,16,20,,,28,,4,,84,1,44,66,150,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plantation des tubercules à 10 cm de profondeur, en lignes espacées de 70 cm. Buttage à 30 cm de hauteur.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Pomme-de-terre-printemps-hative,Pomme de terre,Solanaceae,Solanum tuberosum,Plein champ,12,16,,,24,,4,,84,1,44,66,150,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plantation des tubercules à 10 cm de profondeur, en lignes espacées de 70 cm. Buttage à 30 cm de hauteur.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Potimarron,Potimarron,Cucurbitaceae,Cucurbita maxima,,16,20,,,28,,4,,84,2,30,45,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Semis sous abri 6-8 semaines avant plantation. Sol > 18 °C, paillage chaud (BRF, plastique noir). Sensible au mildiou.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Potiron,Potiron,Cucurbitaceae,Cucurbita pepo,Plein champ,16,20,,,28,,4,,84,1,141,211,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Semis sous abri 6-8 semaines avant plantation. Sol > 18 °C, paillage chaud (BRF, plastique noir). Sensible au mildiou.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0412,Pourpier,Portulacaceae,Portulaca oleracea,Sous abri,,,10,11,17,23,7,,63,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0412,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,Récolte : Plusieurs récoltes sur le cycle:17-18;22-23
INRAE-MESCLUN-0413,Pourpier,Portulacaceae,Portulaca oleracea,Sous abri,,,12,13,18,23,6,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0413,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,Récolte : Plusieurs récoltes sur le cycle:18-19;23-23
INRAE-MESCLUN-0414,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,14,15,20,26,7,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0414,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,Récolte : Plusieurs récoltes sur le cycle:20-21;25-26
INRAE-MESCLUN-0415,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,16,16,22,26,5,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0415,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,Récolte : Plusieurs récoltes sur le cycle:22-22;26-26
INRAE-MESCLUN-0416,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,17,17,23,23,1,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0416,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0417,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,18,18,23,24,2,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0417,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0418,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,19,19,24,25,2,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0418,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0419,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,20,20,25,25,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0419,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0420,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,21,21,26,26,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0420,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0421,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,22,22,27,27,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0421,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0422,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,23,23,28,28,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0422,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0423,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,24,24,28,29,2,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0423,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0424,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,25,25,29,30,2,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0424,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0425,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,26,26,30,31,2,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0425,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0426,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,27,27,31,31,1,,28,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0426,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0427,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,28,28,32,32,1,,28,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0427,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,
INRAE-MESCLUN-0428,Pourpier,Portulacaceae,Portulaca oleracea,Plein champ,,,29,29,33,37,5,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,"INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche, jeunes pousse épinard considéré comme pourpier par expertise)",https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0428,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Pourpier.,Récolte : Plusieurs récoltes sur le cycle:33-33;37-37
